call_id,received_at,line,caller_ref,wait_seconds,talk_seconds,outcome,handled_by
C007401,2026-05-28 17:59:08,New Patients,P00467,12,346,answered,R04
C007402,2026-05-29 08:08:25,New Patients,P00300,6,236,answered,R01
C007403,2026-05-29 08:21:59,Main,P00600,16,201,ANSWERED,R02
C007404,2026-05-29 08:22:37,New Patients,P02776,15,207,answered,R01
C007405,2026-05-29 08:24:12,New Patients,P00507,64,0,VOICEMAIL,
C007406,2026-05-29 08:25:48,Main,P03596,45,0,VOICEMAIL,
C007407,2026-05-29 08:25:52,New Patients ,P03898,76,0,voicemail,
C007408,2026-05-29 09:04:46,Main,P01062,11,252,ANSWERED,R02
C007409,2026-05-29 09:07:03,Main,P03356,4,240,answered,R01
C007410,2026-05-29 09:11:13,Billing,P02048,11,583,answered,R02
C007411,2026-05-29 09:11:45,New Patients,P01706,17,0,abandoned,
C007412,2026-05-29 09:11:27,New Patients,P01029,36,0,VOICEMAIL,
C007413,2026-05-29 09:16:43,Main ,P02224,18,338,answered,R01
C007414,2026-05-29 09:21:41,New Patients,P01923,33,0,ABANDONED,
C007415,2026-05-29 09:25:34,Main,P03595,15,258,answered,R02
C007416,2026-05-29 09:41:37,New Patients,P00105,4,140,ANSWERED,R04
C007417,2026-05-29 09:47:00,Main,P02257,,208,answered,R02
C007418,2026-05-29 09:55:57,Main ,P03204,8,162,ANSWERED,R04
C007419,2026-05-29 09:55:54,Billing,P03734,,282,ANSWERED,R03
C007420,2026-05-29 09:59:32,New Patients,P01003,3,229,answered,R02
C007421,2026-05-29 10:09:06,Main,P00534,15,262,Answered,R04
C007422,2026-05-29 10:13:13,Main,P00975,20,176,answered,R03
C007423,2026-05-29 10:20:15,New Patients,P01939,3,277,Answered,R01
C007424,2026-05-29 10:33:22,Main,P02514,16,207,answered,R04
C007425,2026-05-29 10:47:38,Billing,P01603,,236,ANSWERED,R01
C007426,2026-05-29 10:52:54,Main ,P00066,,463,Answered,R02
C007427,2026-05-29 10:52:13,New Patients,P01077,20,214,ANSWERED,R04
C007428,2026-05-29 10:54:38,Main,P04136,7,317,ANSWERED,R01
C007429,2026-05-29 11:15:42,Main,P03300,7,236,Answered,R01
C007430,2026-05-29 11:18:43,New Patients,P01360,13,460,answered,R02
C007431,2026-05-29 11:52:32,Main,P01971,21,127,answered,R01
C007432,2026-05-29 11:56:59,New Patients,P02317,16,317,Answered,R01
C007433,2026-05-29 12:01:08,Main,P02048,20,128,Answered,R02
C007434,2026-05-29 12:01:07,New Patients,P01684,8,363,answered,R03
C007435,2026-05-29 12:14:53,New Patients,P01312,,252,answered,R04
C007436,2026-05-29 12:22:43,Main,P03475,13,130,ANSWERED,R02
C007437,2026-05-29 12:23:04,Main,P02325,11,216,answered,R01
C007438,2026-05-29 12:31:50,Billing,P03193,,302,answered,R04
C007439,2026-05-29 12:46:29,Main ,P02944,24,147,answered,R04
C007440,2026-05-29 12:53:11,Main,P01247,8,225,ANSWERED,R04
C007441,2026-05-29 12:53:53,New Patients,P01389,27,0,voicemail,
C007442,2026-05-29 13:04:19,Main,P03118,7,236,ANSWERED,R04
C007443,2026-05-29 13:05:04,Billing,P02901,52,0,voicemail,
C007444,2026-05-29 13:12:23,Main ,P00998,11,195,ANSWERED,R04
C007445,2026-05-29 13:20:00,Main,P02869,3,123,ANSWERED,R04
C007446,2026-05-29 13:26:48,New Patients ,P04138,9,836,answered,R04
C007447,2026-05-29 13:37:00,New Patients,P00849,9,149,ANSWERED,R03
C007448,2026-05-29 13:53:26,Main,P00970,7,355,ANSWERED,R01
C007449,2026-05-29 15:58:12,New Patients,P03848,5,308,Answered,R04
C007450,2026-05-29 15:58:28,Main,P01908,4,337,answered,R03
C007451,2026-05-29 16:01:21,Main,P00242,6,186,Answered,R02
C007452,2026-05-29 16:20:06,Main ,P03083,9,140,ANSWERED,R03
C007453,2026-05-29 16:32:37,New Patients,P00825,12,680,ANSWERED,R04
C007454,2026-05-29 16:34:18,New Patients,P01307,10,348,ANSWERED,R03
C007455,2026-05-29 16:36:51,Main,P02062,30,0,abandoned,
C007456,2026-05-29 16:36:03,Billing,P01191,23,0,Abandoned,
C007457,2026-05-29 16:39:13,Main ,P03643,4,0,Abandoned,
C007458,2026-05-29 16:40:10,New Patients ,P01498,9,0,Abandoned,
C007459,2026-05-29 16:44:06,Main,P03265,9,278,ANSWERED,R03
C007460,2026-05-29 16:51:55,New Patients,P03651,10,349,Answered,R03
C007461,2026-05-29 17:08:50,New Patients,P00306,6,187,Answered,R04
C007462,2026-05-29 17:08:45,New Patients,P02906,7,611,ANSWERED,R03
C007463,2026-05-29 17:43:18,Main,P03881,3,118,answered,R03
C007464,2026-05-29 17:50:56,Billing ,P01092,26,314,ANSWERED,R04
C007465,2026-05-29 17:58:35,New Patients,P01284,13,532,answered,R03
C007466,2026-06-01 08:07:51,Main,P00301,,116,Answered,R02
C007467,2026-06-01 08:08:21,Billing,P03533,,203,answered,R01
C007468,2026-06-01 08:21:13,Billing,P04090,6,126,ANSWERED,R01
C007469,2026-06-01 08:23:39,New Patients,P02154,15,339,answered,R02
C007470,2026-06-01 08:44:08,New Patients,P00759,,518,ANSWERED,R01
C007471,2026-06-01 08:52:53,Main,P01574,21,105,answered,R02
C007472,2026-06-01 08:56:46,Main,P02240,18,295,Answered,R01
C007473,2026-06-01 08:58:14,New Patients,P01922,13,399,answered,R02
C007474,2026-06-01 09:06:53,Main,P00484,8,335,Answered,R01
C007475,2026-06-01 09:13:17,New Patients,P02782,7,250,ANSWERED,R02
C007476,2026-06-01 09:14:25,Main,P01093,17,184,ANSWERED,R01
C007477,2026-06-01 09:23:02,Main,P00313,11,157,answered,R02
C007478,2026-06-01 09:28:27,Billing,P00891,,629,answered,R01
C007479,2026-06-01 09:28:15,Main ,P03731,10,134,answered,R02
C007480,2026-06-01 09:30:06,New Patients,P01632,,288,answered,R04
C007481,2026-06-01 09:31:43,New Patients,P00804,,457,ANSWERED,R03
C007482,2026-06-01 09:37:04,Main,P00817,4,192,Answered,R02
C007483,2026-06-01 09:39:36,Billing,P03459,10,182,answered,R04
C007484,2026-06-01 09:41:41,Main,P01218,4,315,ANSWERED,R01
C007485,2026-06-01 09:45:20,Billing,P00558,,307,answered,R04
C007486,2026-06-01 09:46:21,Billing,P04063,16,301,ANSWERED,R02
C007487,2026-06-01 09:46:52,New Patients,P02097,7,303,answered,R03
C007488,2026-06-01 09:48:46,New Patients,P01738,4,356,answered,R01
C007489,2026-06-01 09:50:14,New Patients,P01904,17,0,ABANDONED,
C007490,2026-06-01 10:00:20,New Patients,P00217,10,290,answered,R04
C007491,2026-06-01 10:05:35,New Patients,P01845,4,347,ANSWERED,R03
C007492,2026-06-01 10:20:15,New Patients,P01494,13,208,answered,R04
C007493,2026-06-01 10:23:53,Main,P01322,13,201,answered,R03
C007494,2026-06-01 10:28:19,Main,P00850,14,191,answered,R02
C007495,2026-06-01 10:30:04,New Patients,P02628,11,350,Answered,R01
C007496,2026-06-01 10:31:16,New Patients,P01640,16,276,answered,R04
C007497,2026-06-01 10:31:21,Main,P00496,,213,answered,R03
C007498,2026-06-01 10:34:22,Main,P03976,11,74,answered,R02
C007498,2026-06-01 10:34:22,Main,P03976,11,74,answered,R02
C007499,2026-06-01 10:41:10,Main,P00332,,199,ANSWERED,R04
C007500,2026-06-01 10:55:57,Main,P00414,18,156,Answered,R03
C007501,2026-06-01 11:10:35,New Patients,P02144,10,279,Answered,R02
C007502,2026-06-01 11:10:52,New Patients,P01154,6,176,answered,R04
C007503,2026-06-01 11:19:24,Billing,P02647,17,123,Answered,R02
C007504,2026-06-01 11:19:27,Main ,P00812,12,267,answered,R01
C007505,2026-06-01 11:24:00,New Patients,P01754,6,290,answered,R04
C007506,2026-06-01 11:26:35,New Patients,P01409,11,344,answered,R02
C007507,2026-06-01 11:28:03,Main,P02067,5,190,answered,R01
C007508,2026-06-01 11:28:41,Main,P03915,9,62,ANSWERED,R03
C007509,2026-06-01 11:33:38,Main,P03426,6,155,answered,R01
C007510,2026-06-01 11:46:07,New Patients,P00055,12,1160,Answered,R01
C007511,2026-06-01 12:00:02,New Patients,P03774,14,109,ANSWERED,R04
C007512,2026-06-01 12:08:04,New Patients,P04102,11,441,ANSWERED,R03
C007513,2026-06-01 12:16:08,Billing,P01680,7,381,answered,R01
C007514,2026-06-01 12:28:51,New Patients,P03341,11,383,answered,R01
C007515,2026-06-01 12:40:57,New Patients,P04091,12,397,answered,R04
C007516,2026-06-01 12:42:32,Main,P03983,12,0,abandoned,
C007517,2026-06-01 12:46:49,Main,P02872,22,0,Abandoned,
C007518,2026-06-01 12:46:45,Main,P02516,58,0,VOICEMAIL,
C007519,2026-06-01 12:50:01,Main,P02919,11,150,ANSWERED,R04
C007520,2026-06-01 12:51:17,Billing ,P03863,37,0,voicemail,
C007521,2026-06-01 12:57:42,New Patients,P02035,,129,ANSWERED,R04
C007522,2026-06-01 12:59:52,Main,P01882,14,0,abandoned,
C007523,2026-06-01 13:06:01,New Patients,P01131,11,188,ANSWERED,R04
C007524,2026-06-01 13:10:01,New Patients,P02354,1,0,abandoned,
C007525,2026-06-01 13:17:25,New Patients,P03161,,93,answered,R04
C007526,2026-06-01 13:26:07,Main,P03968,10,129,ANSWERED,R04
C007527,2026-06-01 13:27:10,Main,P02742,67,0,voicemail,
C007528,2026-06-01 13:32:05,New Patients,P00159,,168,ANSWERED,R03
C007529,2026-06-01 13:36:05,Main,P02415,8,203,Answered,R01
C007530,2026-06-01 13:45:28,New Patients,P00852,,242,Answered,R02
C007531,2026-06-01 14:06:47,New Patients,P01630,18,245,answered,R02
C007532,2026-06-01 14:08:25,Main,P03168,,203,answered,R01
C007533,2026-06-01 14:18:04,Billing,P01032,6,561,ANSWERED,R02
C007534,2026-06-01 14:25:20,New Patients,P03502,9,422,ANSWERED,R03
C007535,2026-06-01 14:55:48,Main,P03469,15,158,answered,R04
C007536,2026-06-01 14:59:57,Main,P02126,17,209,answered,R03
C007537,2026-06-01 15:48:23,New Patients,P04072,3,297,answered,R01
C007538,2026-06-01 15:49:48,Main,P03961,9,171,answered,R02
C007539,2026-06-01 15:55:15,Main,P01237,6,163,ANSWERED,R01
C007540,2026-06-01 16:10:33,Main ,P02995,,81,ANSWERED,R03
C007541,2026-06-01 16:11:31,Main,P03027,3,140,answered,R01
C007542,2026-06-01 16:12:53,Main,P01096,,137,ANSWERED,R04
C007543,2026-06-01 16:32:58,Billing,P01646,16,259,ANSWERED,R04
C007544,2026-06-01 16:38:41,Main ,P02454,18,105,answered,R03
C007545,2026-06-01 16:39:24,New Patients,P03194,13,258,answered,R04
C007546,2026-06-01 16:39:27,Billing,P02597,55,0,voicemail,
C007547,2026-06-01 16:40:44,Main,P00194,55,0,voicemail,
C007548,2026-06-01 16:41:01,New Patients,P03763,64,0,voicemail,
C007549,2026-06-01 16:41:54,Main,P03753,38,0,VOICEMAIL,
C007550,2026-06-01 16:41:08,Main,P03502,29,0,Abandoned,
C007551,2026-06-01 16:54:31,Main,P00630,16,96,ANSWERED,R04
C007552,2026-06-01 17:00:14,New Patients,P03234,,268,ANSWERED,R04
C007553,2026-06-01 17:17:45,New Patients,P02221,15,635,answered,R04
C007554,2026-06-01 17:20:27,New Patients,P03153,6,388,answered,R03
C007555,2026-06-01 17:29:46,Main,P00043,28,185,ANSWERED,R04
C007556,2026-06-01 17:33:25,New Patients,P02070,3,227,answered,R03
C007557,2026-06-01 17:39:22,New Patients,P01366,14,387,ANSWERED,R04
C007558,2026-06-01 17:46:25,New Patients,P03513,,282,answered,R03
C007559,2026-06-02 08:07:57,Main,P03011,17,134,answered,R01
C007560,2026-06-02 08:07:11,Main,P01350,10,334,Answered,R02
C007561,2026-06-02 08:16:10,Main,P01145,,337,Answered,R01
C007562,2026-06-02 08:22:59,Billing,P00589,18,194,answered,R02
C007563,2026-06-02 08:28:29,New Patients,P04085,9,148,answered,R01
C007564,2026-06-02 08:33:06,Main,P00813,10,379,ANSWERED,R01
C007565,2026-06-02 08:37:00,Billing,P00987,,160,ANSWERED,R02
C007566,2026-06-02 08:39:43,New Patients,P00440,30,0,abandoned,
C007567,2026-06-02 08:43:12,New Patients,P03678,19,283,answered,R01
C007568,2026-06-02 08:45:38,New Patients ,P02364,3,461,Answered,R02
C007569,2026-06-02 08:48:39,Main,P03593,13,0,abandoned,
C007570,2026-06-02 08:50:36,Main ,P02947,4,217,answered,R01
C007571,2026-06-02 08:57:24,Main,P03403,6,104,answered,R02
C007572,2026-06-02 09:00:34,Main,P02191,6,382,ANSWERED,R01
C007573,2026-06-02 09:15:23,New Patients,P01471,7,316,ANSWERED,R02
C007574,2026-06-02 09:21:39,Main,P03841,14,90,answered,R01
C007575,2026-06-02 09:22:27,Main ,P00267,3,300,answered,R02
C007576,2026-06-02 09:27:35,Main,P00971,11,281,answered,R01
C007577,2026-06-02 09:30:08,Billing,P03102,5,303,ANSWERED,R04
C007578,2026-06-02 09:31:20,New Patients,P03074,9,266,ANSWERED,R03
C007579,2026-06-02 09:31:28,New Patients,P00176,9,252,answered,R02
C007580,2026-06-02 09:40:09,Main,P01477,,161,answered,R04
C007581,2026-06-02 09:42:06,Main,P00037,16,301,answered,R03
C007582,2026-06-02 09:52:46,Main,P00501,18,356,ANSWERED,R03
C007583,2026-06-02 10:01:44,Main,P01135,3,159,ANSWERED,R02
C007584,2026-06-02 10:05:49,Main,P02094,16,238,Answered,R01
C007585,2026-06-02 10:09:04,Main,P01161,13,142,answered,R03
C007586,2026-06-02 10:21:58,Main,P00783,18,223,ANSWERED,R02
C007587,2026-06-02 10:38:15,New Patients,P02749,8,230,ANSWERED,R04
C007588,2026-06-02 10:42:08,New Patients,P03141,11,520,answered,R02
C007589,2026-06-02 10:43:01,New Patients ,P03467,12,342,answered,R01
C007590,2026-06-02 10:49:39,Main,P01823,20,391,ANSWERED,R04
C007591,2026-06-02 10:59:55,New Patients,P01602,13,224,answered,R01
C007592,2026-06-02 11:11:40,Main,P00923,9,206,ANSWERED,R02
C007593,2026-06-02 11:15:21,Main,P03619,13,419,answered,R03
C007594,2026-06-02 11:30:55,Main,P02797,9,183,ANSWERED,R04
C007595,2026-06-02 11:38:37,New Patients,P01804,10,698,ANSWERED,R04
C007596,2026-06-02 11:45:54,Main,P01952,10,248,answered,R01
C007597,2026-06-02 11:45:02,Main,P02748,25,420,Answered,R02
C007598,2026-06-02 11:54:14,New Patients,P00107,12,308,answered,R01
C007599,2026-06-02 11:55:54,New Patients,P02455,16,457,answered,R03
C007600,2026-06-02 11:59:56,New Patients,P00469,6,519,Answered,R04
C007601,2026-06-02 12:05:24,Main,P03346,12,255,answered,R03
C007602,2026-06-02 12:13:31,Main,P00530,20,313,ANSWERED,R02
C007603,2026-06-02 12:30:49,Main,P02489,18,338,Answered,R04
C007604,2026-06-02 12:31:31,New Patients,P01626,34,0,voicemail,
C007605,2026-06-02 12:34:46,New Patients,P03643,34,0,Abandoned,
C007606,2026-06-02 12:42:13,Main,P01026,13,271,answered,R04
C007607,2026-06-02 12:46:56,Main,P04138,11,0,abandoned,
C007608,2026-06-02 12:55:08,New Patients,P01634,,390,answered,R04
C007609,2026-06-02 12:55:25,New Patients,P00240,10,0,abandoned,
C007610,2026-06-02 13:02:25,Main,P03740,5,0,abandoned,
C007611,2026-06-02 13:03:11,Main,P03183,42,0,Abandoned,
C007612,2026-06-02 13:04:59,New Patients,P00062,9,686,ANSWERED,R04
C007613,2026-06-02 13:08:01,Main,P02723,60,0,abandoned,
C007614,2026-06-02 13:09:47,Main,P02799,4,0,Abandoned,
C007615,2026-06-02 13:13:26,Main,P03239,4,0,abandoned,
C007616,2026-06-02 13:20:53,Main,P00834,14,394,Answered,R04
C007617,2026-06-02 13:22:53,New Patients,P02153,14,0,abandoned,
C007618,2026-06-02 13:22:50,Main,P01291,13,0,Abandoned,
C007619,2026-06-02 13:27:20,Main,P02319,22,0,ABANDONED,
C007620,2026-06-02 13:34:27,New Patients,P00786,15,644,Answered,R03
C007621,2026-06-02 13:51:24,Billing,P00735,,250,Answered,R03
C007622,2026-06-02 14:15:57,Main,P00903,13,263,answered,R02
C007623,2026-06-02 14:33:45,Main,P03961,9,188,ANSWERED,R03
C007624,2026-06-02 14:47:42,Main,P01127,5,94,ANSWERED,R01
C007625,2026-06-02 15:15:33,Billing,P02862,,395,Answered,R02
C007626,2026-06-02 15:36:56,New Patients ,P02375,4,330,answered,R02
C007627,2026-06-02 15:36:28,Main,P02142,,189,answered,R03
C007628,2026-06-02 15:59:59,Billing,P04132,,169,answered,R03
C007629,2026-06-02 16:14:39,New Patients,P00708,,366,Answered,R04
C007630,2026-06-02 16:16:59,Main,P02200,11,289,answered,R01
C007631,2026-06-02 16:17:36,New Patients,P02354,13,560,Answered,R03
C007632,2026-06-02 16:32:52,New Patients,P02597,3,854,answered,R04
C007633,2026-06-02 16:32:41,Main ,P00086,5,214,ANSWERED,R03
C007634,2026-06-02 16:47:57,New Patients,P02978,6,265,answered,R03
C007635,2026-06-02 16:50:43,Billing,P01790,11,363,Answered,R04
C007636,2026-06-02 16:54:06,New Patients,P03089,11,647,answered,R03
C007637,2026-06-02 17:05:04,Main,P00479,3,381,answered,R04
C007638,2026-06-02 17:36:45,Main,P02385,4,111,answered,R03
C007639,2026-06-02 17:45:08,Main,P02412,3,190,answered,R04
C007640,2026-06-02 17:57:15,New Patients,P01310,14,288,answered,R03
C007641,2026-06-03 08:20:23,Main,P03756,7,114,answered,R02
C007642,2026-06-03 08:39:05,Billing,P03217,6,418,Answered,R01
C007643,2026-06-03 08:42:57,Billing,P02307,10,142,answered,R02
C007644,2026-06-03 08:48:42,Main,P02966,5,149,ANSWERED,R01
C007645,2026-06-03 08:50:52,Main,P03727,14,222,ANSWERED,R02
C007646,2026-06-03 08:55:22,Main,P00627,14,218,ANSWERED,R01
C007647,2026-06-03 08:55:33,New Patients,P01361,45,0,ABANDONED,
C007648,2026-06-03 08:57:51,New Patients,P02903,5,463,answered,R02
C007649,2026-06-03 09:07:58,New Patients,P01152,8,249,answered,R02
C007650,2026-06-03 09:24:34,Main ,P02122,7,278,Answered,R01
C007651,2026-06-03 09:25:52,New Patients,P03632,12,504,answered,R02
C007652,2026-06-03 09:29:46,New Patients,P02005,18,0,abandoned,
C007653,2026-06-03 09:31:34,New Patients,P03734,6,152,ANSWERED,R01
C007654,2026-06-03 09:36:13,Billing,P00602,25,334,answered,R04
C007655,2026-06-03 09:38:43,Main,P00751,17,109,answered,R01
C007656,2026-06-03 09:47:12,New Patients,P01379,8,999,answered,R04
C007657,2026-06-03 09:48:24,Main,P03854,8,190,answered,R01
C007658,2026-06-03 09:49:40,Main,P00470,16,233,ANSWERED,R03
C007659,2026-06-03 09:59:50,Main,P00881,14,73,Answered,R02
C007660,2026-06-03 10:10:40,New Patients,P03820,3,219,answered,R03
C007661,2026-06-03 10:11:15,New Patients,P01772,3,247,ANSWERED,R01
C007662,2026-06-03 10:16:13,Main,P00535,7,254,ANSWERED,R04
C007663,2026-06-03 10:25:28,Main ,P03933,,401,ANSWERED,R04
C007664,2026-06-03 10:27:37,New Patients,P01897,16,328,Answered,R02
C007665,2026-06-03 10:32:48,Main,P03360,3,95,ANSWERED,R03
C007666,2026-06-03 10:44:45,Main,P00857,,299,Answered,R01
C007667,2026-06-03 10:48:24,Main ,P02304,5,274,answered,R03
C007668,2026-06-03 11:00:57,Main,P01363,16,149,Answered,R02
C007669,2026-06-03 11:03:20,Main,P03736,9,159,answered,R03
C007670,2026-06-03 11:09:42,Billing,P03691,17,226,Answered,R04
C007671,2026-06-03 11:10:52,Main,P03464,5,233,answered,R01
C007672,2026-06-03 11:11:41,Main,P00584,12,313,answered,R02
C007673,2026-06-03 11:18:55,New Patients,P03658,16,899,Answered,R02
C007674,2026-06-03 11:30:06,Main,P01222,14,149,answered,R04
C007675,2026-06-03 11:40:41,Main,P02713,9,215,answered,R01
C007676,2026-06-03 11:48:03,Main,P00108,8,117,ANSWERED,R04
C007677,2026-06-03 12:07:33,Billing,P02438,3,234,answered,R02
C007678,2026-06-03 12:12:35,Main,P02617,18,193,answered,R03
C007679,2026-06-03 12:14:23,Main,P02961,12,272,Answered,R02
C007680,2026-06-03 12:31:16,Main,P00007,18,144,answered,R04
C007681,2026-06-03 12:38:14,New Patients,P02987,17,153,answered,R04
C007682,2026-06-03 12:44:04,New Patients,P02320,15,295,answered,R04
C007683,2026-06-03 12:54:42,New Patients,P01554,4,373,ANSWERED,R04
C007684,2026-06-03 12:56:16,New Patients,P03655,54,0,VOICEMAIL,
C007685,2026-06-03 12:57:19,New Patients,P00106,10,0,abandoned,
C007686,2026-06-03 12:58:37,Main,P03495,46,0,VOICEMAIL,
C007687,2026-06-03 13:00:05,New Patients,P02996,19,0,abandoned,
C007688,2026-06-03 13:04:56,Main,P00438,8,235,answered,R04
C007689,2026-06-03 13:05:29,Main,P02844,26,0,abandoned,
C007690,2026-06-03 13:05:40,Main ,P00486,32,0,abandoned,
C007691,2026-06-03 13:08:15,Billing,P00577,63,0,Voicemail,
C007692,2026-06-03 13:15:24,Main,P00493,,242,answered,R04
C007693,2026-06-03 13:18:29,Main,P03295,53,0,voicemail,
C007694,2026-06-03 13:20:36,Main ,P03766,48,0,voicemail,
C007695,2026-06-03 13:22:19,Main,P01188,11,99,answered,R04
C007696,2026-06-03 13:32:04,New Patients,P00576,,328,answered,R03
C007697,2026-06-03 13:42:37,Main,P03530,14,341,answered,R03
C007698,2026-06-03 14:50:27,Main,P01951,7,140,answered,R03
C007699,2026-06-03 14:50:57,Main ,P01329,14,213,answered,R02
C007700,2026-06-03 14:56:43,Main,P00938,15,295,ANSWERED,R03
C007701,2026-06-03 14:59:43,Main,P00302,,159,ANSWERED,R01
C007702,2026-06-03 14:59:09,Main,P03335,16,470,answered,R04
C007703,2026-06-03 15:15:51,New Patients,P01821,18,380,Answered,R04
C007704,2026-06-03 15:36:02,Main,P00599,,281,answered,R02
C007705,2026-06-03 15:36:39,Billing,P03556,16,409,answered,R03
C007706,2026-06-03 15:42:19,Main,P01719,4,267,ANSWERED,R04
C007707,2026-06-03 15:58:00,New Patients,P00704,10,358,answered,R03
C007708,2026-06-03 15:58:24,Main,P01799,17,210,answered,R01
C007709,2026-06-03 16:01:43,New Patients,P00303,3,268,ANSWERED,R02
C007710,2026-06-03 16:14:04,New Patients,P01508,28,439,answered,R04
C007711,2026-06-03 16:28:49,Main,P00320,14,152,answered,R03
C007712,2026-06-03 16:39:50,Billing,P02026,4,489,ANSWERED,R04
C007713,2026-06-03 16:53:10,New Patients,P01287,,538,ANSWERED,R04
C007714,2026-06-03 16:55:30,Main,P00428,12,236,Answered,R03
C007715,2026-06-03 17:07:01,New Patients,P03137,9,341,answered,R03
C007716,2026-06-03 17:11:07,Billing,P03734,12,224,answered,R04
C007717,2026-06-03 17:17:27,Main,P01670,5,139,answered,R04
C007718,2026-06-03 17:20:20,New Patients,P02255,11,155,ANSWERED,R03
C007719,2026-06-03 17:27:39,Main,P01330,12,292,answered,R04
C007720,2026-06-03 17:34:33,New Patients ,P03668,13,349,answered,R03
C007721,2026-06-04 08:04:00,Main,P00481,20,160,ANSWERED,R01
C007722,2026-06-04 08:06:16,New Patients,P00890,17,258,Answered,R02
C007723,2026-06-04 08:09:41,Main,P01074,5,161,Answered,R01
C007724,2026-06-04 08:14:15,Main,P01402,14,129,Answered,R01
C007725,2026-06-04 08:19:31,New Patients,P01787,19,347,answered,R02
C007726,2026-06-04 08:25:57,Billing,P00121,13,231,answered,R01
C007727,2026-06-04 08:26:53,New Patients,P01884,,407,answered,R02
